COUNTRY.ID,TIME_PERIOD,OBS_VALUE
ROU,2015,1.75
ROU,2016,1.75
ROU,2017,1.75
ROU,2018,2.5
ROU,2019,2.5
ROU,2020,1.5
ROU,2021,1.75
ROU,2022,6.75
ROU,2023,7
ROU,2024,6.5
PER,2004,3
PER,2005,3.25
PER,2006,4.5
PER,2007,5
PER,2008,6.5
PER,2009,1.25
PER,2010,3
PER,2011,4.25
PER,2012,4.25
PER,2013,4
PER,2014,3.5
PER,2015,3.75
PER,2016,4.25
PER,2017,3.25
PER,2018,2.75
PER,2019,2.25
PER,2020,0.25
PER,2021,2.5
PER,2022,7.5
ISL,2002,5.63
ISL,2003,5.16
ISL,2004,7.92
ISL,2005,9.97
ISL,2006,13.3
ISL,2007,13.75
ISL,2008,18
ISL,2009,9.125
ISL,2010,3.875
ISL,2011,4.125
ISL,2012,5.375
ISL,2013,5.375
ISL,2014,4.5
ISL,2015,5.75
ISL,2016,5
ISL,2017,4.25
ISL,2018,4.5
ISL,2019,3
ISL,2020,0.75
ISL,2021,2
ISL,2022,6
ISL,2023,9.25
ISL,2024,8.5
UZB,2013,12
UZB,2014,10
UZB,2015,9
UZB,2016,9
UZB,2017,14
UZB,2018,16
UZB,2019,16
UZB,2020,14
UZB,2021,14
UZB,2022,15
UZB,2023,14
UZB,2024,13.5
HKG,1994,5.75
HKG,1995,6.25
HKG,1996,6
HKG,1997,7
HKG,1998,6.25
HKG,1999,7
HKG,2000,8
HKG,2001,3.25
HKG,2002,2.75
HKG,2003,2.5
HKG,2004,3.75
HKG,2005,5.75
HKG,2006,6.75
HKG,2007,5.75
HKG,2008,0.5
HKG,2009,0.5
HKG,2010,0.5
HKG,2011,0.5
HKG,2012,0.5
HKG,2013,0.5
HKG,2014,0.5
HKG,2015,0.75
HKG,2016,1
HKG,2017,1.75
HKG,2018,2.75
HKG,2019,2.49
HKG,2020,0.5
HKG,2021,0.5
HKG,2022,4.75
HKG,2023,5.75
HKG,2024,4.75
ARG,2002,6.63
ARG,2003,1.67
ARG,2004,2.5
ARG,2005,5
ARG,2006,6.25
ARG,2007,10.75
ARG,2008,12.05
ARG,2009,9.5
ARG,2010,9.5
ARG,2011,9.5
ARG,2012,9.5
ARG,2013,9.5
ARG,2014,26.8599
ARG,2015,33.0009
ARG,2016,24.7503
ARG,2017,28.75
ARG,2018,59.252
ARG,2019,55
ARG,2020,38
ARG,2021,38
ARG,2022,75
ARG,2023,100
ARG,2024,32
G163,1999,3
G163,2009,1
G163,2010,1
G163,2011,1
G163,2012,0.75
G163,2013,0.25
G163,2014,0.05
G163,2015,0.05
G163,2016,0
BGR,1991,
BGR,1997,
BGR,2005,
BGR,2006,3.26
BGR,2007,4.58
BGR,2008,5.77
BGR,2009,0.55
BGR,2010,0.18
BGR,2011,0.22
BGR,2012,0.03
BGR,2013,0.02
BGR,2014,0.02
BGR,2015,0.01
BGR,2016,0
BGR,2017,0
BGR,2018,0
BGR,2019,0
BGR,2020,0
BGR,2021,0
BGR,2022,1.3
BGR,2023,3.8
BGR,2024,3.04
SWE,2002,4.5
SWE,2003,3
SWE,2004,2
SWE,2005,1.5
SWE,2006,2.5
SWE,2007,3.5
SWE,2008,2
SWE,2009,0.5
SWE,2010,0.5
SWE,2011,1.91
SWE,2012,1.14
SWE,2013,1
SWE,2014,1
SWE,2015,0
SWE,2016,-0.5
SWE,2017,-0.5
HUN,1985,11.5
HUN,1986,10.5
HUN,1987,10.5
HUN,1988,14
HUN,1989,17
HUN,1990,22
HUN,1991,22
HUN,1992,21
HUN,1993,22
HUN,1994,25
HUN,1995,28
HUN,1996,23
HUN,1997,20.5
HUN,1998,17
HUN,1999,14.5
HUN,2000,11
HUN,2001,9.75
HUN,2002,8.5
HUN,2003,12.5
HUN,2004,9.5
HUN,2005,6
HUN,2006,8
HUN,2007,7.5
HUN,2008,10
HUN,2009,6.25
HUN,2010,5.75
HUN,2011,7
HUN,2012,5.75
HUN,2013,3
HUN,2014,2.1
HUN,2015,1.35
HUN,2016,0.9
HUN,2017,0.9
HUN,2018,0.9
HUN,2019,0.9
HUN,2020,0.6
HUN,2021,2.4
HUN,2022,13
HUN,2023,10.75
HUN,2024,6.5
CZE,1996,12.4
CZE,1997,14.75
CZE,1998,9.5
CZE,1999,5.25
CZE,2000,5.25
CZE,2001,4.75
CZE,2002,2.75
CZE,2003,2
CZE,2004,2.5
CZE,2005,2
CZE,2006,2.5
CZE,2007,3.5
CZE,2008,2.25
CZE,2009,1
CZE,2010,0.75
CZE,2011,0.75
CZE,2012,0.05
CZE,2013,0.05
CZE,2014,0.05
CZE,2015,0.05
CZE,2016,0.05
CZE,2017,0.5
CZE,2018,1.75
CZE,2019,2
CZE,2020,0.25
CZE,2021,3.75
CZE,2022,7
CZE,2023,6.75
CZE,2024,4
POL,1998,15.5
POL,1999,16.5
POL,2000,19
POL,2001,11.5
POL,2002,6.75
POL,2003,5.25
POL,2004,6.5
POL,2005,4.5
POL,2006,4
POL,2007,5
POL,2008,5
POL,2009,3.5
POL,2010,3.5
POL,2011,4.5
POL,2012,4.25
POL,2013,2.5
POL,2014,2
POL,2015,1.5
POL,2016,1.5
POL,2017,1.5
POL,2018,1.5
POL,2019,1.5
POL,2020,0.1
POL,2021,1.75
POL,2022,6.75
POL,2023,5.75
POL,2024,5.75
DNK,1957,5.5
DNK,1958,4.5
DNK,1959,5
DNK,1960,5.5
DNK,1961,6.5
DNK,1962,6.5
DNK,1963,5.5
DNK,1964,6.5
DNK,1965,6.5
DNK,1966,6.5
DNK,1967,7.5
DNK,1968,6
DNK,1969,9
DNK,1970,9
DNK,1971,7.5
DNK,1972,7
DNK,1973,9
DNK,1974,10
DNK,1975,7.5
DNK,1976,10
DNK,1977,9
DNK,1978,8
DNK,1979,11
DNK,1980,11
DNK,1981,11
DNK,1982,10
DNK,1983,7
DNK,1984,7
DNK,1985,7
DNK,1986,7
DNK,1987,7
DNK,1988,7
DNK,1989,7
DNK,1990,8.5
DNK,1991,9.5
DNK,1992,9.5
DNK,1993,6.25
DNK,1994,5
DNK,1995,4.25
DNK,1996,3.25
DNK,1997,3.5
DNK,1998,3.5
DNK,1999,3
DNK,2000,4.75
DNK,2001,3.25
DNK,2002,2.86
DNK,2003,2
DNK,2004,2
DNK,2005,2.25
DNK,2006,3.5
DNK,2007,4
DNK,2008,3.5
DNK,2009,1
DNK,2010,0.75
DNK,2011,0.75
DNK,2012,0
DNK,2013,0
DNK,2014,0
DNK,2015,0
DNK,2016,0
DNK,2017,0
DNK,2018,0
DNK,2019,0
DNK,2020,0
DNK,2021,-0.6
DNK,2022,1.75
DNK,2023,3.6
DNK,2024,2.6
